Date,평균기온,최저기온,최고기온,강수계속시간,10분최다강수량,1시간최다강수량,일강수량,최대순간풍속,최대풍속,평균풍속,풍정합,평균상대습도,합계일조시간,1시간최다일사량,합계일사량,일최심신적설,일최심적설,합계3시간신적설,안개계속시간
2020.1.1,-2.2,-6.5,0.3,9.83,,,0.1,4.8,2.6,0.6,509,64.4,0.8,1,4.53,0,0,0,
2020.1.2,1,-0.7,3.8,,,,,6.7,4,1.2,996,65.4,0,0.67,3.47,,,,
2020.1.3,-0.1,-3.4,4.6,,,,,5.8,3.5,1.7,1508,56.9,8.8,1.7,10.1,,,,
2020.1.4,1.2,-2.8,6.1,,,,,8.5,4.5,1.9,1623,50.8,7.9,1.68,9.29,,,,
2020.1.5,1.3,-3.2,6.6,,,,,4.4,2.9,1.1,985,45.6,7.1,1.66,9.1,,,,
2020.1.6,3.1,0.6,4.6,14.33,,,1.8,8.8,5.4,3.1,2705,65.4,0,0.64,2.03,,,,
2020.1.7,6.3,4.2,7.7,24,,,46.3,9.5,6.3,4,3413,95,0,0.17,0.75,,,,
2020.1.8,2.4,-0.4,8.9,9.5,,,11.6,11.8,6.3,3.3,2875,86.1,0,0.31,1.84,,,,
2020.1.9,-1.2,-3.1,2,,,,,7.2,4.3,2.3,1971,65.3,8.7,1.75,9.14,,,,
2020.1.10,-0.6,-4.3,4.2,,,,,5.5,3.7,1.5,1300,62.9,7.5,1.66,9.39,,,,
2020.1.11,-0.1,-2.6,3.9,,,,,7,4.8,1.9,1619,60.9,8.1,1.84,10.13,,,,
2020.1.12,-1,-3.5,2.8,,,,,6.8,4.1,2.4,2031,61.5,8.6,1.83,10.33,,,,
2020.1.13,-2.9,-4.7,0.2,,,,,8.3,4.9,2.3,1992,51,8.1,1.92,11.15,,,,
2020.1.14,-2.3,-5.7,2.6,,,,,5.5,3.3,1.6,1387,45.3,8.5,1.78,10.06,,,,
2020.1.15,-2.7,-6.4,2.2,,,,,8,4.5,1.9,1673,44.8,9.2,1.94,11.6,,,,
2020.1.16,-1.7,-5.5,3.2,,,,,6.9,4.4,1.6,1417,43,8.3,1.89,10.75,,,,
2020.1.17,-0.6,-4.8,4.9,,,,,6.7,3.8,1.5,1311,43.9,7.6,1.73,9.85,,,,
2020.1.18,0.3,-4.1,5.9,,,,,6.8,4.2,1.8,1569,48.1,9.1,1.9,11.38,,,,
2020.1.19,1.9,-0.4,5.3,1.58,,,0.6,10.9,6.1,2.2,1862,62.8,4.8,1.37,6.08,0.3,0.3,0.3,
2020.1.20,0.7,-3.3,5.5,,,,,10.4,5.7,2.5,2202,46.8,8.7,1.92,10.24,,,,
2020.1.21,-0.4,-5.6,5.5,,,,,5.6,3.5,1.4,1209,36.9,9.2,1.92,11.55,,,,
2020.1.22,3,-0.1,7.8,,,,,6.3,3.2,1.7,1479,36,3.7,1.54,6.8,,,,
2020.1.23,4.6,0,9.9,,,,,6.9,4.7,2,1701,49.3,8.8,1.83,10.73,,,,
2020.1.24,2.8,-1.3,7.4,,,,,6.4,3.7,1.7,1508,63,8.8,1.87,10.53,,,,
2020.1.25,4.3,0.6,8.8,,,,,6.8,3.9,1.5,1309,63.1,3.6,1.56,7.86,,,,
2020.1.26,5.5,-0.2,11.9,,,,,11.1,6.1,2.7,2342,56.3,7.3,1.97,11.21,,,,
2020.1.27,5.9,4.8,7.5,6.92,,,0.1,13.7,7,4.6,3987,48.1,0,0.51,2.76,,,,
2020.1.28,6.8,4.3,9.9,2.67,,,0,8.8,5.4,2.6,2263,49.4,0,0.75,3.98,,,,
2020.1.29,6,3.2,9.6,,,,,5.8,3.6,2.1,1837,46.4,3.1,1.24,7.3,,,,
2020.1.30,5.2,1.4,10.4,,,,,5.7,3,1.8,1513,47,5.5,2.26,9.24,,,,
2020.1.31,3.9,1.4,8.9,0.17,,,0,8.1,4.4,2.3,2022,59.6,6.1,1.89,9.41,,,,
2020.2.1,2.6,-1.2,7.6,,,,,7.7,4.7,1.7,1505,66.6,5.3,1.17,7.17,,,,
2020.2.2,1.5,-2.1,5.3,,,,,7.3,4.7,1.8,1564,52.3,4.8,1.42,8.39,,,,
2020.2.3,-0.4,-2.9,3,3.08,,,0,9,5.7,3.1,2705,43.6,9.6,2.22,13.56,,,,
2020.2.4,-1.6,-6,3.9,7.25,,,1.7,10.8,6.2,2.8,2376,50.3,6.4,1.93,10.01,0.8,0.8,0.8,
2020.2.5,-8.3,-11,-4.9,,,,,10.2,5.5,3.3,2869,37.3,9.7,2.35,14.82,,0.7,,
2020.2.6,-6.4,-11.8,0.4,,,,,7,4,1.9,1615,36.4,9.7,2.23,13.97,,,,
2020.2.7,-1.7,-7.2,2.2,0.58,,,0,6.9,3.5,2,1693,45.1,6.1,1.98,10.14,,,,
2020.2.8,-0.1,-2.3,3.7,0.17,,,0,8.9,5.3,3,2608,48.1,9.6,2.24,13.89,,,,
2020.2.9,-0.5,-5.6,4.1,0.08,,,0,8,4.4,2,1726,51.1,9.6,2.34,14.33,,,,
2020.2.10,4,-0.7,9.6,0.92,,,0,7.8,4.2,1.7,1475,49.4,9.7,2.24,14.22,,,,
2020.2.11,6.8,-0.5,14.6,,,,,5.7,3.6,1.6,1410,37,7.6,2.24,10.91,,,,
2020.2.12,7.4,6.5,8.2,20.58,,,6.7,7.9,5,2.2,1906,73.4,0,0.56,2.86,,,,
2020.2.13,6.5,4.9,8.7,,,,,5.3,3.2,1.7,1461,84.8,1.3,0.91,6.43,,,,0.78
2020.2.14,8.1,3.2,14.7,,,,,4.9,3,1.2,998,70.3,8.7,2.14,13.13,,,,
2020.2.15,9.8,6.2,15.6,4.25,,,2,9,5,2.7,2350,63,5,2.05,8.77,,,,
2020.2.16,-1.4,-4.3,7.7,17,,,13.4,11.5,6.6,4,3423,81.1,1.6,0.92,4.14,3.9,3.9,4,
2020.2.17,-5.9,-7.1,-3.9,14.75,,,1,9.4,5.6,3.4,2963,64.3,3.2,1.31,7.08,3.8,5.5,3.8,
2020.2.18,-4.1,-8.3,1.3,,,,,6.6,4.1,2.3,1968,44,10.1,2.56,16.78,,2,,
2020.2.19,1,-4.4,6.4,,,,,5.4,3.2,1.5,1293,56.8,7.4,1.84,12.13,,,,
2020.2.20,4.6,-0.6,10.8,,,,,6,3.3,1.7,1465,62.6,9.4,2.15,13.71,,,,
2020.2.21,6.7,2.1,10.9,4.92,,,4.2,9.7,5.3,2.2,1862,66.3,1.1,1.15,6.5,,,,
2020.2.22,4,0,7.9,3.83,,,3.1,14.4,8.2,4,3453,62,5.9,2.17,9.06,,,,
2020.2.23,2.5,-2.5,8,,,,,8.1,4.2,2,1759,48.6,10.2,2.6,17.37,,,,
2020.2.24,7,0.8,12.2,,,,,6.2,3.4,1.6,1415,51.8,7.7,2.2,13.21,,,,
2020.2.25,6.7,4.7,9.4,12.58,,,16.6,12.4,6.8,4.2,3601,73.5,0.6,0.91,4.11,,,,
2020.2.26,6.4,2.8,10.4,0.42,,,0,6.6,4,2.1,1817,59.6,4.8,1.74,10.45,,,,
2020.2.27,6.1,1.3,12.5,,,,,7,4.4,2,1709,54,10.4,2.74,16.77,,,,
2020.2.28,4.5,3.6,5.9,13.83,,,3.9,8.1,4.2,1.4,1172,79.4,0,0.42,2.41,,,,
2020.2.29,7.7,4.5,13,5.17,,,0.5,6.4,4.2,1.7,1445,68.6,9.5,2.77,17.12,,,,
2020.3.1,5.8,3.2,10.1,4.5,,,0.2,8.3,4.7,2,1731,71.8,0.2,1.47,5.4,,,,
2020.3.2,3.4,0,7.6,0.33,,,0,9.3,4.9,2.7,2303,55.3,10,2.69,17.08,,,,
2020.3.3,4.8,0.3,10.5,,,,,8,4.7,2.6,2222,57,4.1,1.64,10.62,,,,
2020.3.4,2.2,-1.3,4.6,1.5,,,0,11.7,6.8,3.7,3208,53.4,6.6,2.3,10.41,,,,
2020.3.5,1.4,-2.8,6.3,,,,,7.6,4.1,2.5,2165,47.5,10.9,2.83,19.25,,,,
2020.3.6,3.7,-2.5,10.1,,,,,6,3.6,1.6,1355,46.8,10.6,2.44,16.82,,,,
2020.3.7,7,1.3,14.2,,,,,6.3,4.1,2,1751,39.5,5.9,2.43,13,,,,
2020.3.8,9.3,2.3,16.9,,,,,7,4.6,1.6,1356,43.8,10.7,2.74,18.27,,,,
2020.3.9,11.1,4.8,17.6,,,,,7.3,4.5,1.8,1528,37.6,7.1,2.54,14.19,,,,
2020.3.10,6.4,3.2,10.8,18.67,,,11.8,8.7,5.3,2.8,2408,78.4,0,0.54,2.72,,,,
2020.3.11,3.8,0,8.3,,,,,9.6,5.5,3.3,2867,41.8,11.2,2.95,20.72,,,,
2020.3.12,6.8,0.2,13.3,,,,,10.2,5.4,2.5,2192,49.8,8.1,2.19,14.32,,,,
2020.3.13,4.9,-0.1,8.7,2.25,,,0.5,9.1,5.4,3.3,2857,41,9.7,2.7,17.82,,,,
2020.3.14,3.6,-2.7,8.6,,,,,11.9,6.8,3,2608,48.1,10,2.82,18.6,,,,
2020.3.15,4,0.2,8.5,,,,,14.4,7.8,3.6,3135,48.3,8.5,2.54,17.29,,,,
2020.3.16,3.6,-2.1,9.1,,,,,9.8,5.2,2.8,2382,42.4,11.3,2.96,21.18,,,,
2020.3.17,6.6,3.1,12.3,,,,,9,5.2,2.1,1798,65.8,4.2,1.77,6.89,,,,
2020.3.18,10,2.7,17,,,,,8.1,4.4,1.8,1529,45.8,11.1,2.93,20.66,,,,
2020.3.19,9.1,5.8,12.1,0.33,,,0,16.3,8.2,4.8,4114,49,7.7,2.75,15.51,,,,
2020.3.20,8.8,3.1,14,,,,,13,6.6,3.1,2715,39.6,11,2.86,20.58,,,,
2020.3.21,12.8,7.9,19.5,,,,,8.6,5.1,2,1720,56.5,6.1,2.58,14.83,,,,
2020.3.22,11,6.1,16.5,,,,,10.2,5.6,3,2590,37.5,11.6,3.12,22.54,,,,
2020.3.23,10.6,5.4,17,,,,,9.6,4.8,1.9,1642,37.9,11.5,2.92,20.72,,,,
2020.3.24,11.4,5.3,17.9,,,,,7,4,1.8,1551,35,11.5,2.94,21.06,,,,
2020.3.25,12.5,6.1,19.2,,,,,8.3,5.3,1.9,1610,33.6,9.2,2.84,19.29,,,,
2020.3.26,14.8,8.1,20.6,4.92,,,1.8,7.3,5.3,1.9,1655,53.8,4.3,2.56,11.97,,,,
2020.3.27,11.9,6.7,15.8,5.92,,,2,10.3,5.8,3.3,2843,56.4,7.4,2.96,17.04,,,,
2020.3.28,7.7,4.5,12.8,,,,,10.1,5.5,3.2,2757,17.9,9.1,2.92,19.87,,,,
2020.3.29,8.7,1.3,16.1,,,,,7.4,4.6,2,1733,30.6,11.6,3.17,23.12,,,,
2020.3.30,10.2,4.3,16.9,,,,,6.8,4.1,1.8,1560,38.4,11.7,3.12,22.73,,,,
2020.3.31,11.9,4.7,18.6,,,,,7.4,4.4,2,1709,34.5,10,2.97,20.68,,,,
2020.4.1,11.3,6,17.4,,,,,11.9,7.3,3.7,3227,35.6,8.6,2.82,19.12,,,,
2020.4.2,9.3,3.4,15.5,,,,,9.8,5.5,2.3,1985,41.4,10.6,2.85,21.25,,,,
2020.4.3,10,5.3,16.3,,,,,9.4,5.7,2.7,2303,53.8,10.7,3.09,22.56,,,,
2020.4.4,8.9,5,13.3,,,,,12.8,6.3,3.4,2970,36.4,10.4,3.25,23.33,,,,
2020.4.5,7.2,1.9,13.7,,,,,9.7,5.4,2.8,2380,29.5,12.1,3.26,24.58,,,,
2020.4.6,9.3,2.9,16.1,,,,,10.2,5.9,2.4,2116,38.3,11.4,3.04,22.51,,,,
2020.4.7,10.6,6,16.8,,,,,8.4,5.1,2.5,2123,56.6,9,2.68,19.3,,,,
2020.4.8,9.4,5.2,14.2,,,,,11.2,5.9,3.5,2999,25.5,12.3,3.25,24.86,,,,
2020.4.9,8.9,4.3,14.7,,,,,10.2,5.7,2.8,2381,44.6,11.8,3.33,24.79,,,,
2020.4.10,10.7,5.8,16.8,,,,,7.5,4.1,2.4,2103,52.6,9.2,2.68,21.07,,,,
2020.4.11,9.9,6.2,16,,,,,8.6,4.9,2.5,2118,63.8,8.8,2.89,19.4,,,,
2020.4.12,9.9,4.4,15.6,,,,,13.4,7.4,3.8,3273,58.6,8.3,2.55,19.25,,,,
2020.4.13,12.4,4.3,20.4,,,,,9.8,5.5,3.1,2676,39.4,12.2,3.3,26.02,,,,
2020.4.14,13,7.6,19.6,,,,,10,5.3,2.4,2035,46.8,12.1,3.44,25.93,,,,
2020.4.15,13.2,7.2,20.2,,,,,9.2,5.6,2.2,1920,39.8,10,2.91,21.49,,,,
2020.4.16,16,8.9,23.8,,,,,8,4.5,2.3,1989,39.9,10.6,3.18,22.96,,,,
2020.4.17,12.5,10.4,15.4,9.5,3,3.9,6.5,9.4,4.8,2.4,2085,77.8,0.3,0.77,4.23,,,,
2020.4.18,13.5,8.5,19.6,,,,,8,4.8,2.6,2252,67.9,10.4,3.42,23.09,,,,
2020.4.19,12.3,9.5,15.5,9,0.8,2.9,10.3,8.6,5.2,2.7,2300,75.8,0.3,0.9,5.25,,,,
2020.4.20,10,7.6,13.1,2.33,0.1,0.1,0.1,14.2,6.8,3.3,2885,73,1.3,1.6,7.34,,,,
2020.4.21,7.4,4.8,10.4,,,,,17,8.9,4.4,3798,49,10.1,3.26,23.63,,,,
2020.4.22,6,4.1,8.3,2.33,0,0,0,12.5,6.4,4,3451,46.8,5.3,2.48,15.89,,,,
2020.4.23,7.9,2.9,12.8,,,,,12.9,7.9,3.7,3232,47.8,11.8,3.44,25.72,,,,
2020.4.24,9.9,4.1,14.3,,,,,16,8.2,3.9,3342,55.6,12,3.5,26.61,,,,
2020.4.25,13.1,9.9,17.1,,,,,15,7.8,3.9,3339,54.4,8.5,2.71,18.9,,,,
2020.4.26,12.3,6.8,19,,,,,10.8,6.5,3.2,2776,43.1,12.5,3.64,28.36,,,,
2020.4.27,12.9,8.7,18.3,,,,,11.2,5.5,2.8,2422,49.8,9.7,3.37,22.98,,,,
2020.4.28,13.9,7.8,19.9,,,,,10,5.5,3,2579,50,12.6,3.47,26.97,,,,
2020.4.29,14.9,9.3,21,,,,,8.6,5.2,2.6,2205,48.6,12.2,3.41,26.1,,,,
2020.4.30,17.1,9.3,23.4,,,,,10,5.9,2.7,2352,57.1,8.2,3.39,24.03,,,,
2020.5.1,20.2,16.4,26.2,,,,,9.9,5.5,2.7,2328,73.6,6.1,3.18,18.96,,,,
2020.5.2,20.3,18,23.9,0.67,0,0,0,7.6,4.6,2.3,1985,79.6,0.2,1.45,9.43,,,,
2020.5.3,21.8,17,27.4,1.08,0,0,0,7.2,3.9,2,1705,68.8,5.9,3.28,19.41,,,,
2020.5.4,20.2,14.8,25.3,,,,,8.7,4.6,2.7,2310,63.9,10.1,3.48,25.42,,,,
2020.5.5,16,13.1,19.3,,,,,8.8,5.3,1.9,1601,67.9,3.3,1.95,9.41,,,,
2020.5.6,19.4,11.1,27.6,,,,,8,4.4,2.1,1850,50,12.8,3.48,28.51,,,,
2020.5.7,20.7,14.9,26.5,,,,,9.5,4.3,2.5,2167,32.5,8.7,3.49,23.93,,,,
2020.5.8,19.9,14.3,27.3,6.17,0.5,1.6,2.3,7.9,4.5,2.4,2109,32.8,7.5,3.63,23.26,,,,
2020.5.9,14.2,12.7,16.8,24,1.4,4.7,24.4,11,5.9,3.6,3085,94.4,0,0.56,3,,,,
2020.5.10,14.4,12.8,16.6,8.42,0.3,0.7,1.3,7.1,4.1,2.5,2183,88.6,0.4,1.25,6.77,,,,
2020.5.11,16.5,12.4,22,3,1.8,3.8,3.4,10.1,5.6,3,2622,61,7.2,3.47,22.98,,,,
2020.5.12,14.3,10.5,18.9,0.83,0.5,0.7,0.7,12.2,5.4,2.9,2531,69.4,5,2.03,13.6,,,,
2020.5.13,16.1,10.2,21.8,,,,,12.1,6.5,2.8,2459,47.3,13,3.64,29.7,,,,
2020.5.14,19.3,12.4,25.4,,,,,6.9,4.3,2,1685,35.4,6.6,3.09,20.64,,,,
2020.5.15,16.1,14.1,20.2,20.75,0.6,2.1,12,13.2,5.3,3,2629,81.4,0,0.82,3.43,,,,
2020.5.16,16.7,15,20.3,12.67,0.2,0.5,2.5,4.9,3.3,1.6,1364,90.3,0.6,1.35,7.6,,,,
2020.5.17,19.1,14.6,24.9,1,0,0,0,7.7,4.3,1.7,1511,80.1,3.9,2.67,15.26,,,,
2020.5.18,19.1,13.2,26.8,7,11.5,19.8,29.8,16.4,7.2,2.4,2093,79.4,3.2,3.08,14.07,,,,
2020.5.19,13,10.1,17.1,6.42,3,9.6,19,12.9,7.2,3.2,2798,73.6,3,3.56,15.29,,,,
2020.5.20,14.4,9.2,20.1,0.58,0,0,0,6,3,1.9,1635,60.4,4.5,3.42,20.91,,,,
2020.5.21,17.4,10.9,22.9,,,,,6.1,3.3,2.1,1830,56.1,9.4,3.24,24.35,,,,
2020.5.22,18.5,14.8,22.7,0.5,0,0,0,8,4.9,1.9,1616,68.5,0.7,1.66,13.07,,,,
2020.5.23,20.1,16.6,25,0.67,0,0,0,8.3,4.7,2.2,1865,66.1,6.8,3.37,23.24,,,,
2020.5.24,17.1,14.3,20.2,9.75,3.4,9.9,14.5,12.8,6.5,2.9,2484,84.8,1.1,2.19,10.59,,,,
2020.5.25,16.6,13.7,21.3,,,,,6,3.8,2.1,1774,81,2.5,2.14,16.88,,,,
2020.5.26,16.2,12.7,22.9,2.67,1.3,1.5,1.5,8.8,5.4,2.1,1828,81.9,4.8,3.36,18.49,,,,
2020.5.27,17.4,11.8,23.9,,,,,9.3,5.9,2.6,2273,68.5,13.2,3.62,30.06,,,,
2020.5.28,18.7,14.2,23.4,0.25,0,0,0,7.3,3.9,1.9,1656,62.8,8.4,3,22.83,,,,
2020.5.29,20.7,14.6,27.6,,,,,6.7,4.1,2,1705,65.6,12.7,3.66,28.09,,,,
2020.5.30,22.6,16.5,30,,,,,7,4.3,1.9,1652,57.3,11.3,3.67,26.5,,,,
2020.5.31,21.2,17.6,28,1.92,0.3,1,1,8.6,5.7,2.3,2012,63,5,3.39,19.15,,,,
2020.6.1,19.7,16.6,24.5,3.75,0.3,0.3,0.4,12.3,6.2,3.4,2974,64.3,11.5,3.78,30.35,,,,
2020.6.2,17.9,14.8,21.8,1.83,0.8,1.9,2,9.1,4.1,2.2,1889,71,0.2,1.63,5.89,,,,
2020.6.3,22,17.6,28.4,,,,,8.8,5.6,2.4,2061,73.3,9.5,3.64,24.64,,,,
2020.6.4,21.9,19.7,26.5,6.75,0.1,0.1,0.2,7.7,4.7,2.7,2334,81.1,4.7,3.32,19.77,,,,
2020.6.5,23,18.4,28.7,,,,,6.7,3.8,1.8,1593,69.4,8.8,3,23.36,,,,
2020.6.6,24.6,19.2,30.9,,,,,7.8,4.4,2,1685,63.6,8.6,3.13,23.38,,,,
2020.6.7,22.7,19.2,29.2,,,,,7.3,5.1,2.3,1991,69.4,9.2,3.52,26.04,,,,
2020.6.8,25,19.8,32,,,,,8.8,5.5,2.1,1831,63.6,11.3,3.28,26.13,,,,
2020.6.9,26.7,20.3,32.8,,,,,7.9,4.3,2.3,1965,51.6,12.9,3.5,28.36,,,,
2020.6.10,25.8,22.5,32.1,6.58,0.6,2.9,6.2,9.8,6.2,2,1750,63.8,5.2,2.86,18.85,,,,
2020.6.11,26.1,21.7,31.6,0.42,0,0.1,0,7.2,4.6,2.2,1935,68.3,8,3.72,26.03,,,,
2020.6.12,24.7,21.6,27.6,,,,,4.7,3,1.7,1467,68.6,0.5,1.4,11.51,,,,
2020.6.13,26.9,20.6,33.5,0.5,0,0,0,8.4,5,1.9,1639,52.8,9.7,3.64,28.11,,,,
2020.6.14,24,20.1,28.8,3.83,0.4,1.1,1.1,10.1,5.9,2.9,2510,70.6,8.1,3.41,22.52,,,,
2020.6.15,23,18.2,28.6,,,,,13.4,6.3,2.8,2427,62.3,10.1,3.32,26.53,,,,
2020.6.16,24.4,20,30.7,,,,,6.9,4.4,2.2,1923,63,7.5,3.58,24.74,,,,
2020.6.17,24.3,20.2,30.3,,,,,7.9,4.3,2,1701,58.6,5.9,3.47,21.25,,,,
2020.6.18,23.4,20.3,27.3,,,,,5.6,3.4,1.6,1407,61.4,0.1,1.58,11,,,,
2020.6.19,24.7,21.1,30,1.83,0.1,0.1,0.1,7.1,4.2,2.1,1821,61.4,6,3.31,19.6,,,,
2020.6.20,24.9,20.7,29.7,,,,,7.9,4.6,2.1,1853,62.6,11.7,2.89,24.75,,,,
2020.6.21,26.1,19.5,32.7,,,,,8.4,4.5,2,1713,59.5,13.5,3.42,27.82,,,,
2020.6.22,28.6,21.7,35.4,,,,,6.7,4.1,2,1698,50.5,13.3,3.38,28.95,,,,
2020.6.23,27.3,23.2,31,0.5,0,0,0,5.7,3.7,1.9,1602,53.5,5.1,2.7,16.97,,,,
2020.6.24,22.3,19.9,26.3,19.17,2.9,8.5,37.6,10,5.7,2.7,2359,83.5,0,0.39,2.91,,,,
2020.6.25,21.6,20.1,23.4,15.33,1.1,3.5,13.3,7.1,4.3,2.2,1909,91,0.1,1.05,6.11,,,,
2020.6.26,21.8,19.2,25.7,5.83,0.4,0.9,2.1,9.5,5.3,3.2,2786,82.1,3.1,2.2,13.03,,,,
2020.6.27,24.1,20.4,29.6,0.75,0,0,0,8.3,5.4,2,1696,70.4,7.4,3.06,22.18,,,,
2020.6.28,25.2,21.5,30.1,,,,,7.7,4.7,2.4,2059,70.5,12.4,3.53,28.6,,,,
2020.6.29,23.8,20.6,26.5,5.08,2.6,9.6,11.9,9.9,5.9,2.4,2069,77,1.7,1.51,8.4,,,,
2020.6.30,20.1,18.4,23.1,18.42,4.7,15.9,64.7,14.5,7.6,4,3443,83,0,0.98,6.2,,,,
2020.7.1,21.1,18.1,24.3,2.17,0,0,0,6.1,3.7,1.9,1625,79.3,0.2,1.26,9.47,,,,
2020.7.2,24.2,20.4,29.8,,,,,5.4,3.4,1.9,1605,74.5,5.4,3.32,19.15,,,,
2020.7.3,25.5,21.6,30.6,1.92,0.1,0.5,0.1,10.5,6.1,2.6,2259,63.5,9.6,3.41,27.47,,,,
2020.7.4,24.2,20.4,29.5,4.83,0.3,0.9,1.6,7.4,4.4,2.1,1808,63.9,9.5,3.53,26.88,,,,
2020.7.5,23.8,19.9,27.6,,,,,5.5,3.5,1.9,1645,68.6,6.4,3.69,20.85,,,,
2020.7.6,25.6,21.8,30.9,,,,,7.7,4.7,2.1,1798,66.6,5,2.63,19.28,,,,
2020.7.7,24.1,22.1,28.1,1.25,0,0,0,6.6,4,2.5,2156,75.5,4,2.75,15.15,,,,
2020.7.8,25.5,21.3,30.4,,,,,6.4,3.7,2,1754,71.9,10,3.51,25.81,,,,
2020.7.9,27.5,21.8,32.9,,,,,6.3,3.6,1.7,1480,64.6,7.7,3.66,23.1,,,,
2020.7.10,24.5,22.7,27.7,4.67,1,1.9,2.2,11.3,6.6,2.8,2451,75,3.1,2.76,12.3,,,,
2020.7.11,25.8,22.2,30.2,,,,,10,5,2.6,2275,62.6,6.6,2.9,21.82,,,,
2020.7.12,23.5,21.7,26,5.42,0.3,0.9,2.9,7.5,3.6,2.4,2051,71.9,0,1.23,7.67,,,,
2020.7.13,18.7,17.7,21.7,22.92,2.2,6.2,47.6,11,5.9,4,3466,94.8,0,0.64,4.58,,,,
2020.7.14,20.3,17.2,24.3,9.83,1.7,5.9,11.5,8.6,4.4,2.8,2391,79.4,0.1,1.86,12.46,,,,
2020.7.15,23.4,18.9,28.7,,,,,6.8,3.4,2,1687,63.1,9.3,3.68,26.6,,,,
2020.7.16,25,20.4,29.7,,,,,6.2,3.5,1.8,1562,70.9,10.2,3.58,25.76,,,,
2020.7.17,26,21.5,31.6,0.58,0,0,0,9.6,5.6,1.9,1660,72,7.5,2.93,22.28,,,,
2020.7.18,26.1,22.8,31,,,,,6.4,4,1.6,1406,71.6,4.3,2.75,15.49,,,,
2020.7.19,24,20.6,26.6,5.67,6.6,19.3,29.1,8.4,4.3,2.7,2364,81.6,0,1.05,4.92,,,,
2020.7.20,23.8,22.4,26.6,10.33,0.9,1.3,3.6,13.4,7,3.7,3226,86.3,0,0.83,5.15,,,,
2020.7.21,25,21.4,30.5,0.83,0,0,0,6.6,4.2,1.6,1392,77,4,3.02,17.83,,,,
2020.7.22,23.7,22.6,25.7,11.17,1.6,6.2,11.5,5.6,3.4,1.6,1402,89.3,0,0.72,4.5,,,,
2020.7.23,21.1,18.5,22.6,22.67,4.5,18.5,103.1,14.9,8.3,3.6,3136,95.5,0,0.45,2.72,,,,
2020.7.24,22.5,18.7,26.8,8.25,1.1,2.3,2.9,16.1,8.7,4.6,3944,74.3,1,1.5,10.46,,,,
2020.7.25,24.3,22.3,29,0.5,0,0,0,11.3,6.1,3.1,2703,69.3,1.9,2.75,15.59,,,,
2020.7.26,25.4,21.6,29.6,0.42,0,0,0,5.9,3.3,2,1767,69.3,5.6,2.8,18.14,,,,
2020.7.27,24.3,22.9,25.5,16.92,0.5,0.6,2.2,5.7,3.2,2.2,1861,86.4,0,0.95,7.72,,,,
2020.7.28,24.4,22.7,26.4,10.17,0.2,0.3,0.4,5.4,3.1,2,1734,84.8,0,1.18,8.38,,,,
2020.7.29,23.7,22.6,24.9,18.17,9.3,27.1,50.1,6.7,3.4,2,1694,95.8,0,0.4,3.18,,,,
2020.7.30,25.3,23.4,28.4,5.25,0.1,0.1,0.1,7.7,3.8,2.1,1774,85.5,3,2.84,15.34,,,,
2020.7.31,26.2,22.8,29.6,2.42,1.2,1.2,1.5,8.2,4.6,2,1701,81.9,5,2.44,14.5,,,,
2020.8.1,25.3,24.3,26.9,16.5,8.9,23.6,39.1,9,4.9,1.7,1490,90.9,0,0.93,5.31,,,,
2020.8.2,24.9,23.5,26.4,23.25,11.1,13.8,31.4,14.6,7.5,2.3,2002,96.3,0,0.39,2.55,,,,
2020.8.3,25,23.9,26.3,19.92,14.9,28.5,102.6,14.5,8.3,3,2626,96.3,0,0.65,3.09,,,,
2020.8.4,27,25,29.4,11.67,0.9,1.8,3.9,11,5.7,3.5,3043,89.3,0.4,1.79,8.06,,,,
2020.8.5,26.5,25.5,29.1,12.67,7.3,14.4,18.5,8,4.6,1.9,1654,92.1,0.1,0.88,5.02,,,,
2020.8.6,24.1,22.9,26,12.33,6.8,19.9,75.7,13.1,6.5,3.3,2851,92.8,0.2,1.23,6.74,,,,
2020.8.7,24.3,22.6,26.1,2.5,0,0,0,6.9,3.3,1.8,1521,85.3,0,1.27,6.7,,,,
2020.8.8,24.2,22.7,26.1,10.42,1.3,5.9,19.1,7.5,3.7,2.3,1949,89.5,1.8,1.08,6.96,,,,
2020.8.9,24.9,23.7,25.8,20.25,3.9,13.9,50.3,12.4,6.8,2.6,2278,95.4,0,0.17,1.43,,,,
2020.8.10,26.5,24.7,29.5,17.67,10,28.6,44.6,10.2,4.3,2,1731,91.6,0.2,1.81,7.77,,,,
2020.8.11,24.6,22.4,27.3,10.17,6.3,23.6,97,9.1,4.7,2.2,1858,92.5,0.5,2.57,7.44,,,,
2020.8.12,27.2,23.5,31.3,,,,,6.7,4.3,1.9,1637,83.9,2.1,2.79,13.62,,,,
2020.8.13,28,26.3,30.3,,,,,8.7,4.9,2.5,2169,82.4,0.2,1.25,7.96,,,,
2020.8.14,27.1,26.5,28,2.92,0.4,0.4,0.4,10.9,5.7,3.5,3065,86.1,0,0.56,4.14,,,,
2020.8.15,26.1,25,27,17.08,13.1,23.7,69,10.5,5.6,1.9,1641,96,0,0.65,3.25,,,,
2020.8.16,27.4,25.3,30.8,,,,,10,5.2,3,2613,82.6,2.4,2.42,14.3,,,,
2020.8.17,28.2,26.1,32.2,,,,,7.1,4.1,2.3,1996,77.9,5.8,3.29,18.44,,,,
